Country,Shipment_Mode,Qauntity_of_pack,Pack_Price,Weight_Kg,Freight_Cost_USD,Product_Insurance_USD
Malawi,Air,100,80.0,109,2384.79,25.73
South Africa,Ocean,30,4.26,10643,7292.26,904.07
Nigeria,Air Charter,90,7.3,73,14547.55,7.66
South Africa,Ocean,30,6.65,13690,15213.22,2102.87
Nigeria,Air Charter,60,2.33,264,15322.73,18.07
Haiti,Air,240,16.5,938,11340.2,4.22
Rwanda,Air,30,13.27,7242,5825.18,1116.07
Mozambique,Truck,60,8.26,5170,8406.81,348.79
Rwanda,Truck,60,8.58,10238,13380.52,950.12
South Africa,Ocean,30,4.51,14833,21555.16,1298.54
Uganda,Air,120,36.16,36,1025.69,8.5
Mozambique,Air,60,1.49,62,1074.8,3.04
Rwanda,Air,30,20.0,2402,1832.54,370.08
Vietnam,Air,30,4.3,3494,10711.06,397.12
Uganda,Air,60,6.85,36,876.99,2.5
Haiti,Air,100,4.84,260,2452.54,12.96
Nigeria,Air Charter,60,5.56,209,12601.07,18.35
Côte dIvoire,Air,60,9.5,10877,30167.0,449.81
Swaziland,Ocean,30,14.1,11433,12323.93,2263.68
Rwanda,Air,336,38.36,298,2204.08,9.92
Guyana,Air,100,90.0,304,6363.92,119.92
Uganda,Air,100,80.0,2432,23482.06,493.44
Zambia,Truck,60,2.31,11808,17650.15,276.6
Zambia,Air,100,72.0,1106,16793.45,322.04
Cameroon,Air,30,10.5,11615,102199.13,1071.17
Vietnam,Air,336,206.51,52,7339.84,4.77
Zimbabwe,Truck,240,8.51,236,7300.0,5.21
Zambia,Truck,30,11.0,1970,6759.28,602.41
Côte dIvoire,Air,240,2.1,1841,9447.08,22.64
Uganda,Truck,30,8.23,607,4911.39,67.9
Mozambique,Truck,30,11.15,18957,16813.62,965.48
Guyana,Air,25,37.5,34,180.0,5.88
Côte dIvoire,Air,60,8.76,1807,21347.2,343.39
Nigeria,Air Charter,30,9.6,8799,15880.0,671.79
Haiti,Air,60,5.94,76,1286.68,4.5
Uganda,Truck,120,29.31,1207,7238.0,204.15
Guyana,Air,120,82.2,34,1608.7,19.73
Tanzania,Air,60,26.09,112,1122.07,59.91
Côte dIvoire,Air,300,30.82,326,3852.86,12.2
Côte dIvoire,Air,240,1.83,1438,5121.68,15.28
Cameroon,Air,30,4.6,4082,51243.69,226.99
Vietnam,Air,30,3.25,1505,2604.31,71.38
Rwanda,Air,30,13.52,292,2593.56,55.46
Vietnam,Air,60,8.42,2777,4461.72,227.66
Nigeria,Air Charter,30,11.5,2096,15128.37,540.76
Nigeria,Air Charter,30,10.52,17470,20666.07,1561.59
Haiti,Air,240,12.5,9635,95269.39,25.76
Zambia,Air,100,80.0,3896,69016.63,919.71
Uganda,Air,60,8.76,1051,6575.7,223.2
Zimbabwe,Air,30,4.65,3076,25730.13,156.17
Côte dIvoire,Air,100,80.0,2995,57933.93,705.49
Côte dIvoire,Air,100,80.0,1543,37173.01,427.15
Zambia,Truck,60,7.2,12606,7053.51,691.2
Guyana,Air,30,5.78,427,6061.01,59.03
Rwanda,Ocean,60,2.43,12077,19328.36,1081.74
Tanzania,Air,60,12.75,1598,12689.71,86.93
Zambia,Truck,60,7.2,3679,5014.65,576.0
Guyana,Air,100,90.0,108,2058.84,45.99
Cameroon,Air,60,8.13,4892,41173.77,387.34
Côte dIvoire,Air,30,50.4,928,2093.32,662.84
"Congo, DRC",Air,60,2.15,25,1765.03,0.33
"Congo, DRC",Air,30,6.08,220,2110.2,0.45
Zimbabwe,Truck,240,12.08,116,3100.0,6.5
Ethiopia,Air,30,6.57,716,2976.29,108.4
Zambia,Air,60,7.71,341,2219.27,90.67
Nigeria,Air Charter,60,11.22,19464,13398.06,983.21
Mozambique,Truck,30,3.55,76,137.4,4.01
Côte dIvoire,Air,120,36.16,3080,18459.58,890.17
South Africa,Air,30,4.67,3240,4263.07,347.97
Kenya,Air,48,83.04,58,836.14,3.73
Nigeria,Air Charter,60,2.44,112,7445.8,0.24
Guyana,Air,60,2.73,347,4293.82,14.57
Vietnam,Air,30,2.98,3244,6195.84,64.33
Nigeria,Air Charter,60,11.4,570,9341.49,113.06
Tanzania,Truck,30,19.92,3076,3859.0,926.88
Zimbabwe,Air,100,80.0,647,13312.88,151.14
Zambia,Truck,30,4.32,17285,21454.88,963.41
Nigeria,Air Charter,60,11.4,198,9341.49,39.24
Uganda,Truck,60,2.26,2818,6976.78,127.27
Haiti,Ocean,30,10.5,7140,7992.56,702.55
Côte dIvoire,Air,180,50.0,345,1888.48,124.0
Nigeria,Air Charter,120,18.64,10322,14266.13,803.71
Haiti,Air,60,6.85,37,722.35,1.92
Mozambique,Truck,60,12.96,1033,7951.22,160.32
Togo,Air,30,4.5,734,3710.65,35.37
Côte dIvoire,Air,30,5.78,4845,5254.1,98.29
South Africa,Ocean,240,2.06,18417,11534.48,169.95
Nigeria,Air,100,89.0,1221,12793.7,332.81
Nigeria,Air,100,80.0,341,2682.47,128.0
Tanzania,Air,30,4.45,4729,18390.42,147.09
Uganda,Truck,30,5.36,596,2175.07,42.23
Nigeria,Air Charter,60,2.33,170,13398.06,12.2
South Africa,Ocean,60,2.72,8969,7175.27,368.35
Vietnam,Air,120,82.2,370,2652.33,194.65
Côte dIvoire,Air,60,2.33,3093,11235.05,40.69
South Sudan,Air,60,6.76,230,1740.47,38.13
Vietnam,Air,30,3.5,2922,5616.02,19.07
Vietnam,Air,60,8.1,1485,2702.63,107.83
Zambia,Air,300,30.82,2277,13894.08,71.79
Côte dIvoire,Air,60,3.28,611,17117.51,56.72
Côte dIvoire,Truck,30,9.76,4114,9264.13,329.93
Guyana,Air,300,60.82,48,749.36,0.9
Nigeria,Air,20,29.0,972,6418.11,138.28
Nigeria,Air,100,89.0,1377,32575.03,424.4
Tanzania,Air,300,30.82,244,3269.9,9.04
Vietnam,Air,60,5.75,1089,2006.63,2.97
Côte dIvoire,Air,60,6.76,486,3028.66,85.3
Uganda,Air,30,1.25,53,1203.4,1.49
Guyana,Air,60,11.09,6,865.15,0.81
Uganda,Air,180,50.0,34,395.0,14.99
Guyana,Air,100,90.0,87,1205.7,48.69
Vietnam,Air,60,6.6,96,678.83,13.65
South Africa,Ocean,60,2.43,23273,31656.61,2064.89
Guyana,Air,100,0.01,14,180.0,0.0
Sudan,Air,20,32.0,17,1117.79,3.45
Côte dIvoire,Truck,60,8.58,13509,36857.21,435.94
Vietnam,Air,336,306.88,57,5795.92,13.23
Mali,Air,100,80.0,169,4498.98,35.69
Zambia,Truck,30,3.12,6431,43219.06,399.75
Mozambique,Truck,60,8.11,10073,7048.57,622.14
Tanzania,Air,60,7.4,4289,24594.29,473.6
Haiti,Air,200,1.35,69,29153.27,1.75
Nigeria,Air Charter,30,13.69,13392,37242.5,2015.57
Mozambique,Truck,120,19.71,7039,5192.68,293.39
Guyana,Air,300,60.82,39,790.71,0.75
Kenya,Air,100,89.0,1059,91.67,767.63
Zimbabwe,Truck,60,3.75,73,1500.0,3.9
Kenya,Air,100,80.0,1224,11847.25,1226.33
Uganda,Air,30,18.0,132,1329.99,21.19
Côte dIvoire,Truck,60,2.76,959,4424.91,58.51
Mozambique,Truck,60,3.28,1804,4815.8,165.82
Côte dIvoire,Air,60,3.4,1271,10722.75,71.49
Haiti,Air,30,1.25,134,1987.82,2.72
Burundi,Air,30,10.25,614,4373.84,34.14
Tanzania,Air,25,20.0,2667,17773.94,264.0
Kenya,Truck,20,32.0,393,157.5,78.4
Côte dIvoire,Air,300,30.82,336,5755.58,12.96
Zimbabwe,Air Charter,30,4.62,4559,25272.8,199.63
Mozambique,Truck,60,7.27,3591,7733.77,351.59
Côte dIvoire,Air,90,16.0,467,6299.56,99.46
South Africa,Ocean,30,6.86,7092,7704.77,1196.5
South Africa,Ocean,60,2.72,638,654.72,26.93
Haiti,Air,240,2.02,2571,26830.44,15.89
Namibia,Air,25,75.0,3,85.27,1.03
Rwanda,Air,60,1.95,268,1061.37,3.9
"Congo, DRC",Air,1000,24.16,329,1731.89,12.4
Mozambique,Truck,60,2.42,4145,7433.02,6.41
Zimbabwe,Truck,60,5.38,8578,5216.63,670.28
Tanzania,Truck,30,6.07,2635,3300.95,236.61
South Sudan,Air,20,32.0,262,4669.02,33.6
Tanzania,Truck,60,25.45,1067,2217.5,344.93
Nigeria,Air,100,80.0,1194,5858.57,448.0
Zambia,Truck,240,1.3,3731,4329.61,13.36
Ethiopia,Air,60,2.38,2996,10612.93,287.35
Côte dIvoire,Air,60,1.5,56,3688.33,2.79
Sudan,Air,25,20.0,75,1539.55,1.03
Namibia,Air,100,70.0,45,10486.42,30.18
Nigeria,Air Charter,30,11.75,900,6147.18,253.33
Ethiopia,Air,1,24.5,1,1437.62,6.01
Mozambique,Truck,60,6.54,6535,5950.16,353.37
Uganda,Air,60,11.22,1943,6299.45,362.85
Burundi,Air,60,2.99,5256,9506.0,0.06
Ethiopia,Air,1,23.0,754,6267.38,38.42
Côte dIvoire,Air,12,0.39,1708,12830.91,19.11
Haiti,Ocean,60,8.21,4278,7567.99,305.65
South Africa,Air,240,3.15,7367,3444.28,129.7
Rwanda,Truck,60,3.2,455,3754.14,29.5
Vietnam,Air,60,2.1,2162,3324.85,110.01
Uganda,Truck,60,8.26,521,4237.12,74.56
Nigeria,Air Charter,60,11.22,20339,12601.06,2863.35
Mozambique,Truck,60,11.23,1026,1138.29,125.46
Vietnam,Air,60,5.75,117,658.27,3.54
Côte dIvoire,Air,100,72.0,476,2172.0,132.48
Guyana,Air,240,2.1,103,2270.54,1.09
South Africa,Air,60,2.92,1935,5159.33,103.14
Mozambique,Truck,30,4.62,5358,5894.11,309.92
Uganda,Air,120,36.16,126,1360.34,34.02
Nigeria,Air Charter,30,4.0,290,20225.07,29.69
Uganda,Air,60,7.53,11,1112.31,2.83
Côte dIvoire,Air,120,33.7,4113,30130.82,928.33
Uganda,Truck,30,11.15,4133,24362.92,353.88
Uganda,Air,100,80.0,1323,16337.04,301.53
Nigeria,Air,60,5.94,619,5506.01,39.38
Vietnam,Air,60,7.5,18,2525.73,4.94
Uganda,Air,120,24.76,2089,17032.59,260.16
Ethiopia,Air,60,7.21,196,1229.52,77.72
Guyana,Air,120,38.75,34,2027.42,11.7
Vietnam,Air,30,3.23,1782,9648.44,120.34
Zimbabwe,Air,60,3.3,357,2001.46,37.62
Nigeria,Air Charter,60,3.89,3922,26340.0,336.84
Rwanda,Air,30,3.75,55,1276.53,3.53
Côte dIvoire,Air,336,38.36,175,7642.97,30.07
Uganda,Truck,30,4.12,70,1494.6,6.64
Nigeria,Air,100,89.0,1303,28734.43,342.39
Nigeria,Air Charter,30,3.33,16966,20761.0,185.36
Vietnam,Air,30,13.0,2046,14405.31,4.71
Côte dIvoire,Air,24,0.7,634,8530.29,34.3
Kenya,Air,100,89.0,1476,91.66,0.12
Uganda,Air,300,30.82,221,2553.06,5.96
Uganda,Air,100,71.99,194,2642.45,97.91
Tanzania,Air,30,23.67,335,888.0,46.39
Ghana,Air,30,5.6,758,6956.18,48.69
Nigeria,Air,300,30.82,1848,17654.94,74.08
Côte dIvoire,Air,30,4.75,9863,19150.15,461.95
Mozambique,Truck,30,13.96,315,1981.6,58.71
Zambia,Air,60,3.4,893,6269.7,51.18
Zambia,Truck,60,2.26,2462,16295.56,108.83
Vietnam,Air,60,7.4,920,7265.05,113.66
Côte dIvoire,Air,60,15.5,588,5121.68,93.17
Tanzania,Truck,120,21.78,1946,12382.0,215.4
Zambia,Truck,30,15.04,33909,16040.39,4217.22
Kenya,Air,240,1.95,1496,5752.74,10.94
Uganda,Air,120,36.16,36,1084.27,7.8
Zambia,Air,60,8.15,132,1659.48,36.84
Nigeria,Air Charter,60,2.66,1792,9736.1,87.74
South Africa,Ocean,30,4.3,8351,7292.26,750.74
Côte dIvoire,Air,240,2.1,140,2503.33,1.77
Nigeria,Air,30,11.72,181,18617.93,46.01
Uganda,Air,60,5.94,116,1105.6,6.11
Rwanda,Air,60,27.5,113,1511.25,48.36
Mozambique,Truck,60,9.7,12104,7433.02,1326.16
Zimbabwe,Truck,30,3.33,3082,9405.8,19.77
Vietnam,Air,336,76.72,114,4410.73,6.01
Burundi,Air,30,6.07,240,1634.38,19.24
Rwanda,Air,60,33.0,145,1950.74,47.87
Cameroon,Air,60,2.25,3642,31434.31,96.29
Uganda,Truck,120,20.22,698,2676.0,71.21
Mozambique,Air,30,5.78,2156,3423.25,113.29
Mozambique,Truck,60,6.73,1519,1932.67,119.32
South Africa,Ocean,30,6.47,3247,7180.16,512.42
Tanzania,Air,30,3.3,5578,18826.62,300.64
Dominican Republic,Air,60,7.0,1212,15181.0,130.58
Zambia,Truck,60,2.51,1032,3402.23,97.41
"Congo, DRC",Air,100,80.0,657,15722.05,141.88
Uganda,Air,60,55.5,19,710.0,14.71
Nigeria,Air,30,5.36,25523,51090.0,500.76
Côte dIvoire,Truck,30,13.52,162,1478.34,29.92
Uganda,Air,336,38.36,116,985.78,3.31
Nigeria,Air Charter,30,8.82,4502,27457.0,950.8
Uganda,Truck,30,4.7,1713,5591.3,126.21
Nigeria,Air,100,80.0,1284,21821.97,463.11
Nigeria,Air,30,22.5,5059,25732.17,1196.41
Uganda,Truck,60,8.26,3026,14406.99,436.13
Vietnam,Air,60,6.15,3919,12704.0,486.98
Zimbabwe,Air,100,72.0,635,11835.69,197.14
Zambia,Air,30,5.74,24233,119474.09,2130.11
South Africa,Ocean,240,9.28,7664,8301.76,306.24
Côte dIvoire,Air,60,2.33,955,12606.03,68.51
Zimbabwe,Air,25,20.0,1694,12127.58,219.05
South Sudan,Air,100,89.0,244,7428.38,58.65
South Africa,Air,60,7.43,1577,1697.9,470.99
Vietnam,Air,60,14.45,1701,4288.83,2.67
Nigeria,Air Charter,60,7.12,2970,7329.83,558.21
Zambia,Truck,60,7.0,6041,10651.44,660.2
Cameroon,Air,100,350.0,72,1765.54,14.72
Rwanda,Air,30,0.01,24,280.23,0.0
South Sudan,Air,20,32.0,165,2329.14,17.81
Zimbabwe,Truck,30,11.0,6,909.15,1.21
Haiti,Air,240,12.5,122,2053.52,6.6
Zimbabwe,Truck,60,7.72,1464,8000.72,183.68
Mali,Air,100,80.0,186,5346.38,35.45
Côte dIvoire,Air,60,2.73,164,2976.56,8.99
Zimbabwe,Truck,60,3.95,952,1521.08,93.39
Vietnam,Air,30,13.0,6,363.96,2.35
Uganda,Truck,30,5.13,238,2021.53,46.45
Kenya,Air,100,89.0,1479,15519.77,1647.52
Côte dIvoire,Truck,60,8.26,4873,18002.87,426.07
Haiti,Air,240,1.9,2254,12791.34,11.19
Rwanda,Truck,60,1.99,152,1330.99,3.61
Côte dIvoire,Air,240,1.95,1313,5597.54,14.71
Uganda,Air,100,80.0,2527,20534.4,586.33
Haiti,Air,60,2.1,157,2010.69,8.29
South Africa,Ocean,60,7.3,391,659.58,90.92
Tanzania,Air,100,80.0,3803,64075.1,897.28
Côte dIvoire,Air,240,2.1,448,2605.77,4.94
Zambia,Truck,60,8.55,2565,4471.07,460.84
South Africa,Ocean,60,2.72,9667,17703.62,402.46
Zambia,Air,100,80.0,2606,38354.26,593.76
"Congo, DRC",Air,20,32.0,134,1941.34,14.33
Uganda,Truck,60,3.95,839,8402.24,67.3
Nigeria,Air,100,80.0,1130,21654.06,402.57
Zambia,Truck,30,15.04,6801,7317.47,1265.16
Mozambique,Air,180,50.0,2955,4551.52,114.24
South Sudan,Air,100,8.0,175,4803.06,3.8
Tanzania,Truck,30,11.89,9400,43758.8,930.58
"Congo, DRC",Air,60,11.0,308,1824.72,18.14
Zambia,Air,100,72.0,1276,20121.14,409.66
Côte dIvoire,Air,240,12.5,212,1771.26,11.88
Tanzania,Air,100,80.0,537,10626.8,126.74
Uganda,Ocean,30,3.19,3914,7769.41,251.17
Ethiopia,Air,240,14.64,18,523.45,3.16
Guyana,Air,100,100.0,439,11941.94,150.98
Tanzania,Air,100,0.0,1255,21384.75,0.0
Côte dIvoire,Air,60,53.71,685,1807.36,488.46
South Africa,Air,60,2.53,1,4116.81,0.01
Côte dIvoire,Air,60,3.0,294,5432.93,30.92
Botswana,Air,20,32.0,3,603.53,0.31
"Congo, DRC",Air,60,7.02,125,1554.64,1.84
Mozambique,Truck,60,2.44,18,1799.88,1.79
Côte dIvoire,Air,30,7.58,96,1510.05,9.35
South Africa,Air,240,10.02,12264,10277.92,529.06
Mozambique,Truck,60,3.4,1401,4764.16,182.38
Mozambique,Truck,60,8.76,979,1588.06,159.47
Cameroon,Air,30,4.65,2100,17568.6,120.75
Ethiopia,Air,60,4.09,115,630.0,12.91
Côte dIvoire,Truck,30,11.0,61,1572.97,11.8
Côte dIvoire,Air,300,41.1,99,1939.99,4.03
Guyana,Air,300,82.2,99,1454.81,6.92
Haiti,Air,100,350.0,240,4355.7,75.46
Haiti,Air,60,9.45,1586,17289.0,226.72
Côte dIvoire,Truck,30,19.92,2244,3296.34,219.49
Mozambique,Air,100,72.0,1417,13093.27,677.38
Uganda,Air,60,3.4,10,1865.86,0.55
Mozambique,Truck,60,7.2,7910,1012.43,1440.1
Nigeria,Air Charter,60,8.26,4114,13398.06,171.85
Nigeria,Air,336,38.36,390,2818.79,16.04
Haiti,Air,60,3.6,231,2076.58,9.6
Nigeria,Air Charter,30,6.42,107,18495.9,17.36
Zambia,Truck,30,11.0,987,2448.71,274.67
Zimbabwe,Truck,60,1.92,6368,2592.56,107.87
Côte dIvoire,Air,60,1.75,4668,8787.28,3.02
Zambia,Truck,60,6.52,3324,4266.62,247.0
Rwanda,Air,60,3.09,708,3891.2,72.68
Tanzania,Air,60,8.1,21674,90677.04,1502.96
Uganda,Truck,30,3.33,4067,6976.78,275.43
Uganda,Air,120,29.68,1199,7070.0,208.06
Rwanda,Air,60,8.04,167,1923.14,13.16
Haiti,Air,60,9.04,37,971.8,5.85
South Africa,Ocean,60,7.33,4364,4295.6,1366.48
Vietnam,Air,60,1.45,861,1872.53,37.0
Nigeria,Air Charter,60,2.33,220,18495.9,16.53
Guyana,Air,20,32.0,1573,26710.2,242.25
Zimbabwe,Truck,30,8.5,10,3403.99,1.92
South Sudan,Air,100,8.0,201,5124.22,1.94
Dominican Republic,Air,30,4.7,29,594.4,0.28
Uganda,Air,30,20.0,12,1025.37,3.27
Rwanda,Air,120,37.36,1048,14256.58,310.48
Ethiopia,Air,1,24.5,656,6488.44,31.74
Nigeria,Air,100,79.99,550,8213.59,409.42
Côte dIvoire,Air,100,80.0,1280,23270.25,291.24
Nigeria,Air Charter,60,8.76,3190,11637.64,606.09
Mozambique,Truck,60,8.55,3666,3525.04,559.16
Haiti,Air,60,6.49,2082,16574.55,192.87
South Africa,Air,30,7.82,4457,3646.13,1091.48
Mozambique,Truck,60,2.6,150,118.16,8.2
Uganda,Truck,30,10.0,328,3522.52,79.34
Vietnam,Air,60,5.69,4799,10959.54,612.4
Zimbabwe,Air,100,80.0,1053,27236.25,360.36
South Africa,Ocean,60,2.72,6220,7175.28,259.97
Uganda,Air,60,2.44,2026,10095.9,123.15
Mozambique,Air,30,3.42,35,364.51,3.12
Kenya,Air,100,89.0,2069,14307.97,1066.57
Cameroon,Air,60,8.37,8297,60840.32,730.12
Rwanda,Air,60,9.5,40,86.4,2.77
Nigeria,Air,100,0.01,1927,24870.05,0.1
Nigeria,Air,20,29.0,334,2335.9,50.34
Mozambique,Truck,60,2.45,277,4313.33,11.6
Côte dIvoire,Truck,240,13.7,7889,6406.53,1.06
Nigeria,Air Charter,60,11.4,5553,11492.86,1103.46
Rwanda,Air,60,2.44,447,4257.01,41.92
Namibia,Air,20,0.01,10,751.43,0.0
Mozambique,Air,100,80.0,1914,13489.96,387.19
Zambia,Air,100,80.0,1318,21737.72,470.87
Ethiopia,Air,30,6.57,9,1401.76,15.9
Zimbabwe,Air,300,30.82,6090,41141.5,250.81
Tanzania,Air,100,70.0,216,3744.18,130.34
Rwanda,Air,60,11.22,758,8929.51,141.97
Côte dIvoire,Truck,120,20.04,6705,27664.61,23.9
Nigeria,Air,20,32.0,3655,25636.67,470.24
Tanzania,Air,60,11.19,2039,9182.45,276.84
Uganda,Air,120,36.0,119,923.18,18.58
Vietnam,Air,60,10.95,2675,9656.19,361.35
Dominican Republic,Air,30,5.54,85,1857.04,6.58
Sudan,Air,100,89.0,60,2084.49,24.94
Nigeria,Air Charter,60,11.4,1793,11492.86,356.25
Haiti,Air,60,3.6,192,2971.3,7.13
Nigeria,Air Charter,30,11.75,270,6147.18,76.0
Zambia,Air,120,37.1,4959,2173.4,1759.73
Nigeria,Air Charter,30,10.52,14783,14547.55,1301.32
Zambia,Air,30,7.35,9389,51294.87,1030.47
Kenya,Air,100,80.0,1065,10075.76,588.0
Namibia,Air,20,32.0,41,1862.27,7.53
Guyana,Air,30,30.19,390,2748.16,289.94
Tanzania,Air,20,32.0,101,1428.13,11.05
Vietnam,Air,60,11.15,2904,14223.39,448.01
Ghana,Air,30,10.87,5447,38560.67,188.11
Uganda,Air,30,10.52,31473,24816.73,3105.04
Botswana,Air,100,72.0,3,787.28,0.78
Tanzania,Truck,60,2.15,5467,3567.2,68.71
Nigeria,Air Charter,30,6.07,12046,37242.5,567.63
Zambia,Truck,60,2.73,1946,3379.64,107.02
South Africa,Ocean,90,8.17,40,422.84,4.04
South Africa,Ocean,30,6.65,5063,10748.74,595.2
Vietnam,Air,240,12.5,546,1340.23,3.5
Rwanda,Air,60,2.59,593,730.81,53.91
Nigeria,Air Charter,30,4.22,7194,12601.07,610.96
Uganda,Air,30,12.42,151,1157.58,34.12
Nigeria,Air Charter,60,2.73,5357,6147.18,277.52
Uganda,Air,60,7.0,14143,100654.61,473.89
Tanzania,Truck,120,26.7,4758,6031.15,21.49
Uganda,Air,50,99.4,17,660.77,3.07
Rwanda,Air,60,19.33,62,1060.35,16.18
Zambia,Truck,60,2.51,1168,3402.23,43.0
Nigeria,Air Charter,240,1.92,445,9341.49,4.52
Botswana,Air,20,32.0,26,659.27,3.45
Uganda,Truck,30,4.7,703,4234.12,25.6
Ethiopia,Air,30,6.57,629,4277.04,75.81
South Africa,Ocean,30,6.47,7663,9560.03,1206.33
Tanzania,Truck,30,5.74,2003,10010.15,156.22
Tanzania,Truck,60,4.25,316,3279.25,39.29
Zambia,Truck,60,21.42,944,8022.59,436.65
Uganda,Air,120,41.1,23,1152.63,8.06
Zimbabwe,Air,300,30.82,798,9299.26,36.56
Nigeria,Air Charter,30,6.57,263,13398.06,32.52
Côte dIvoire,Air,30,9.72,434,1854.88,95.45
Uganda,Air,60,11.22,6843,15170.33,342.71
Uganda,Truck,30,5.36,5212,24772.95,198.63
Côte dIvoire,Truck,60,3.28,189,8953.21,16.8
Vietnam,Air,30,10.5,2452,3691.22,203.79
Vietnam,Air,60,6.15,1926,12423.96,236.26
Sudan,Air,100,89.0,10,900.53,2.94
Zambia,Truck,60,2.42,12561,25636.2,148.19
Haiti,Air,100,139.0,50,791.84,16.68
Mozambique,Truck,60,8.58,19164,14509.09,1743.26
Uganda,Truck,60,11.22,17496,104604.06,2839.15
Zimbabwe,Truck,30,10.78,11717,74740.8,1169.03
Tanzania,Air,25,20.0,3110,22663.18,320.0
Ethiopia,Air,30,20.0,39,516.35,21.56
Mozambique,Air,60,6.85,23,851.62,1.42
"Congo, DRC",Air,60,2.26,211,3531.86,5.03
Mozambique,Truck,60,7.71,921,4468.51,250.34
Botswana,Air,2,30.0,1,578.01,0.88
Nigeria,Air Charter,60,2.44,13437,21347.12,342.08
South Sudan,Air,60,1.99,23,1651.0,0.27
Rwanda,Ocean,30,5.19,10116,24250.15,958.33
Nigeria,Air,60,13.28,359,2750.89,68.55
Uganda,Truck,60,8.26,8,10891.66,57.6
Guyana,Air,60,1.99,9,1118.22,0.34
Burundi,Air,30,27.6,37,946.77,9.79
Guyana,Air,120,82.2,334,2171.57,179.57
Zambia,Truck,60,3.4,3787,4060.55,269.59
Haiti,Air,30,2.24,1585,6811.39,4.79
Kenya,Air,20,32.0,5876,40091.65,807.55
Tanzania,Truck,60,4.25,641,3279.25,78.97
Rwanda,Air,60,40.62,282,1028.1,45.1
Vietnam,Air,30,3.24,93,668.75,3.94
Zambia,Truck,30,12.3,30923,34019.61,4093.32
Ethiopia,Air,20,29.0,128,810.96,13.82
Zimbabwe,Truck,60,3.73,5780,15789.2,253.16
Haiti,Air,60,1.9,26,304.63,1.09
Vietnam,Air,240,1.85,526,6368.02,1.92
Rwanda,Truck,30,10.87,13429,13380.52,1605.07
Uganda,Air,30,27.6,606,3790.99,153.89
Uganda,Air,30,26.25,327,2737.97,61.79
Uganda,Air,180,50.0,9,286.0,2.97
Vietnam,Air,30,11.15,1745,3977.24,213.78
Zambia,Truck,30,8.97,4155,6968.97,740.02
South Sudan,Air,30,10.78,1347,14522.43,86.04
Zimbabwe,Air,30,5.13,4000,3302.14,21.01
Ethiopia,Air,60,3.37,2038,11789.31,290.19
Vietnam,Air,60,1.45,1114,5822.44,41.83
Vietnam,Air,60,7.0,148,14.36,5.49
Rwanda,Air,120,34.3,2386,1398.0,564.54
Rwanda,Air,60,13.15,1297,21520.66,231.34
Haiti,Air,100,350.0,240,5362.39,75.46
Vietnam,Air,30,2.02,71,990.04,3.51
Nigeria,Air Charter,60,11.22,11276,43548.0,1431.67
Uganda,Air,30,11.75,365,6068.75,101.33
Uganda,Air,30,26.25,666,4503.0,3.45
Mali,Air,25,95.0,87,2445.68,15.04
Rwanda,Air,240,1.51,3790,66260.33,15.04
"Congo, DRC",Air,60,2.33,1,522.42,0.08
Côte dIvoire,Air,30,11.0,649,1191.02,19.05
Tanzania,Air,60,7.75,2427,8381.22,144.34
Nigeria,Air Charter,60,12.96,681,16532.5,110.84
South Africa,Ocean,240,2.12,1472,3524.95,13.89
Rwanda,Air,60,11.89,5311,30408.04,910.85
Namibia,Air,30,4.62,352,2429.39,13.82
Uganda,Air,120,83.98,10,435.0,9.05
Mozambique,Air,30,2.0,4230,8771.34,167.17
Kenya,Air,100,89.0,1427,15353.45,494.68
Tanzania,Air,30,50.4,2462,3451.41,2465.94
Mozambique,Truck,60,4.32,592,598.91,25.62
Vietnam,Air,60,11.0,2769,10546.68,569.18
Vietnam,Air,60,8.61,2148,12793.94,371.4
Zimbabwe,Truck,240,1.95,23176,17308.69,150.76
Nigeria,Air,30,12.01,2173,9906.63,480.4
Haiti,Air,100,72.0,7,774.84,3.46
Sudan,Air,100,8.0,2,980.7,0.01
Tanzania,Air,30,12.24,28678,118541.26,3281.86
Nigeria,Air Charter,60,4.0,122,30936.1,10.32
Tanzania,Air,60,8.26,7857,40857.69,613.06
"Congo, DRC",Air,60,11.0,13,912.36,0.43
Uganda,Truck,30,19.92,617,2886.92,110.44
South Africa,Ocean,60,7.33,3894,3161.68,1219.13
South Africa,Ocean,30,4.53,8635,11203.79,982.44
Tanzania,Truck,30,11.89,1371,7585.82,156.25
Rwanda,Air,60,2.59,986,4015.82,79.95
Uganda,Air,60,8.76,6843,7231.0,284.59
Mozambique,Air,60,3.04,113,919.2,10.24
South Africa,Air,30,4.67,4568,6105.79,543.7
Zambia,Truck,30,14.38,15075,10809.09,2681.38
Uganda,Air,60,2.9,26,1096.71,2.84
Côte dIvoire,Truck,60,7.72,10611,38492.46,974.11
Côte dIvoire,Air,20,31.0,678,9253.44,87.57
Haiti,Air,240,14.64,54,1576.32,2.75
Uganda,Air,120,36.0,90,989.0,7.93
Ethiopia,Air,20,32.0,60,911.32,7.49
Vietnam,Air,60,17.5,2128,7784.92,3.77
Zimbabwe,Truck,30,12.11,2268,9405.81,302.0
South Africa,Ocean,60,2.79,7346,19261.02,415.8
Vietnam,Air,30,11.49,1640,2503.07,206.09
Rwanda,Ocean,30,3.57,1619,9054.61,101.95
Haiti,Air,60,7.72,3809,39513.54,279.04
